id,user_id,handle,clean_text,lang,timestamp,sentiment_label,sentiment_score
1303843304287633408,25073877.0,realDonaldTrump,RT @realDonaldTrump: Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,en,2020-09-09 23:50:42.636000+00:00,Neutral,0.9998694658279419
1303833658328051712,25073877.0,realDonaldTrump,Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,en,2020-09-09 23:12:22.860000+00:00,Neutral,0.9999417066574097
1302985926809923589,25073877.0,realDonaldTrump,"Biggest and Fastest Financial Recovery In History. Next year will be the best ever, unless a Sleepy person, who wan… https://t.co/6Nb24bRBj1",en,2020-09-07 15:03:47.916000+00:00,Positive,0.9999986886978149
1302946632921755649,25073877.0,realDonaldTrump,RT @AlwaysActions: Protest To Defund The Police Request Police For Protection https://t.co/h7q2olEvsx,en,2020-09-07 12:27:39.523000+00:00,Neutral,0.9979797005653381
1302946468517548032,25073877.0,realDonaldTrump,RT @AlwaysActions: Retweet If You Will Always Stand For The National Anthem https://t.co/nopkRfkmxZ,en,2020-09-07 12:27:00.326000+00:00,Neutral,0.9999096393585205
1302945719372984321,25073877.0,realDonaldTrump,RT @AlwaysActions: Black Man Exposes #BlackLivesMatter https://t.co/hplnIXCS71,en,2020-09-07 12:24:01.716000+00:00,Neutral,0.9984867572784424
1302945283089862657,25073877.0,realDonaldTrump,RT @AlwaysActions: Jewish trump fans dancing at a wedding wearing “I ❤️ TRUMP” and “Trump 2020” T-shirts https://t.co/3VLYw2XVuA,en,2020-09-07 12:22:17.698000+00:00,Neutral,0.9998383522033691
1302944468325339136,25073877.0,realDonaldTrump,RT @AlwaysActions: The Socialist Mainstream Media: White Man attacked by an Illegal Alien and Racist Reporter https://t.co/Gtjxrcd4Km,en,2020-09-07 12:19:03.443000+00:00,Neutral,0.9941025376319885
1302943769420070914,25073877.0,realDonaldTrump,"RT @AlwaysActions: The reason why President Donald J. Trump Was elected as President, and the reason why he will be elected again https://t…",en,2020-09-07 12:16:16.811000+00:00,Neutral,0.9999960660934448
1302942924607553536,25073877.0,realDonaldTrump,RT @AlwaysActions: NBA Legend Michael Jordan: 'I can no longer stay silent' https://t.co/CZT052ZAcW,en,2020-09-07 12:12:55.392000+00:00,Neutral,0.9993684887886047
1302942652288118788,25073877.0,realDonaldTrump,RT @AlwaysActions: Police Officer saves baby's life https://t.co/DYDu0x7TiH,en,2020-09-07 12:11:50.466000+00:00,Neutral,0.9986361861228943
1302942404589297665,25073877.0,realDonaldTrump,RT @AlwaysActions: Black Man Exposes #BlackLivesMatter https://t.co/vtJ2yJEcho,en,2020-09-07 12:10:51.410000+00:00,Neutral,0.9987939596176147
1301636948528951300,25073877.0,realDonaldTrump,"Joe Hiden’ get off his airplane, grabs and shakes a rather stunned man’s hand (like in the old days), then touches… https://t.co/HJhBf4uCpV",en,2020-09-03 21:43:26.431000+00:00,Neutral,0.9999912977218628
1301136193913004033,25073877.0,realDonaldTrump,Joe Biden is a Low Energy Candidate the likes of which we have never seen before. The last thing our country needs… https://t.co/bk0XFMFYDx,en,2020-09-02 12:33:37.227000+00:00,Neutral,0.9998859167098999
1301100319535968256,25073877.0,realDonaldTrump,"RT @realDonaldTrump: Mike Pence was never put on standby, &amp; there were no mini-strokes. This is just more Fake News by @CNN, a phony story.…",en,2020-09-02 10:11:04.109000+00:00,Neutral,0.9920685291290283
1300018667569192960,25073877.0,realDonaldTrump,RT @PollWatch2020: 1). BREAKING: Democracy Institute shows Trump up nationally and in battlegrounds:  National Popular Vote: Trump 48 Biden…,en,2020-08-30 10:32:58.184000+00:00,Neutral,0.9999892711639404
1299376529672208384,25073877.0,realDonaldTrump,"Succes: Since the National Guard moved into Kenosha, Wisconsin, two days ago, there has been NO FURTHER VIOLENCE, n… https://t.co/e83ziv2WR6",en,2020-08-28 16:01:20.579000+00:00,Neutral,0.9953743815422058
1299142333720657920,25073877.0,realDonaldTrump,RT @TeamTrump: WATCH: Republican National Convention - Night 4: Land of Greatness #GOP2020 https://t.co/ykIQOEfQEW,en,2020-08-28 00:30:43.913000+00:00,Neutral,0.999809205532074
1298784672923693056,25073877.0,realDonaldTrump,https://t.co/cU9wywzMHk,und,2020-08-27 00:49:30.934000+00:00,Neutral,0.9993450045585632
1298426713123282945,25073877.0,realDonaldTrump,RT @TeamTrump: WATCH: Republican National Convention - Night 2: Land of Opportunity #RNC2020 https://t.co/xvc2ON3oAv,en,2020-08-26 01:07:06.667000+00:00,Neutral,0.9999257326126099
1298426025676869633,25073877.0,realDonaldTrump,https://t.co/3K3pygj9si,und,2020-08-26 01:04:22.767000+00:00,Neutral,0.9996137022972107
1296630605900390400,25073877.0,realDonaldTrump,96% Approval Rating in the Republican Party. 51% Approval Rating overal in the Rasmussen Poll. Thank you!,en,2020-08-21 02:10:01.335000+00:00,Neutral,0.9762063026428223
1296198012637786113,25073877.0,realDonaldTrump,Will he having a Press Conference at 5:45 P.M. See you in 15 minutes!,en,2020-08-19 21:31:03.064000+00:00,Neutral,0.9999974966049194
1295163484087431168,25073877.0,realDonaldTrump,"RT @OldManKowalski: Feb.18, 2016 phone conversation between Biden and Poroshenko Listen to Poroshenko admit: Shokin was not corrupt. There…",en,2020-08-17 01:00:12.237000+00:00,Neutral,0.999457061290741
1293508066042875904,25073877.0,realDonaldTrump,RT @realDonaldTrump: https://t.co/jXoffXyZed,und,2020-08-12 11:22:09.819000+00:00,Neutral,0.9993915557861328
1293292784703672320,25073877.0,realDonaldTrump,News Conference at 5:30 P.M. Enjoy!,en,2020-08-11 21:06:42.748000+00:00,Neutral,0.9999878406524658
1291212336204849154,25073877.0,realDonaldTrump,RT @realDonaldTrump: DRAIN THE SWAMP! https://t.co/68M4sN7LLD,en,2020-08-06 03:19:45.173000+00:00,Neutral,0.9973011612892151
1288503660264058880,25073877.0,realDonaldTrump,I am in @AirForceOne_HQ flying to the Great State of Texas. It is AMAZING in watching @FoxNews how different they a… https://t.co/4AJ9JZyeGl,en,2020-07-29 15:56:26.504000+00:00,Neutral,0.8570937514305115
1287955156387201024,25073877.0,realDonaldTrump,RT @stella_immanuel: Covid has cure. America wake up.  https://t.co/VZTTbI63Og,en,2020-07-28 03:36:52.989000+00:00,Neutral,0.9960339665412903
1287950505537351680,25073877.0,realDonaldTrump,RT @SidneyPowell1: Make #hydroxychloroquine available over the counter! It will prevent and stop it for next to nothing!  This is all outra…,en,2020-07-28 03:18:24.140000+00:00,Neutral,0.9940958023071289
1287950379813081091,25073877.0,realDonaldTrump,"RT @TBUNEWS: #SCIENCENEWS Yale epidemiology professor Dr. Harvey Risch: “Hydroxychloroquine could save up to 100,000 lives if used for COVI…",en,2020-07-28 03:17:54.165000+00:00,Neutral,0.9999563694000244
1287947119387652097,25073877.0,realDonaldTrump,RT @TheRightMelissa: WOW!! 💥 Doctor calls out what should be the biggest scandal in modern American history; The suppression of   #Hydroxyc…,en,2020-07-28 03:04:56.819000+00:00,Neutral,0.5958588719367981
1287558724068900865,25073877.0,realDonaldTrump,"RT @TimMurtaugh: Not the most promising strategy, of course, but Biden is welcome to try winning Florida without Hispanic voters. https://t…",en,2020-07-27 01:21:36.159000+00:00,Neutral,0.8679935336112976
1287541729449648128,25073877.0,realDonaldTrump,"RT @stillgray: Black Lives Matter protestor in Austin, Garrett Foster, shot at a car five times. He missed. The driver shot back, killing h…",en,2020-07-27 00:14:04.326000+00:00,Neutral,0.7299683690071106
1286465485136179201,25073877.0,realDonaldTrump,RT @realDonaldTrump: Will be interviewed by @seanhannity tonight at 9:00 P.M. on @FoxNews. Enjoy!!!,en,2020-07-24 00:57:27.686000+00:00,Neutral,0.9995371103286743
1284728158441418754,25073877.0,realDonaldTrump,Oregon officials are running scared when it comes to Portland m,en,2020-07-19 05:53:56.724000+00:00,Negative,0.9947969317436218
1284586459358466048,25073877.0,realDonaldTrump,https://t.co/yFasyAw1hR,und,2020-07-18 20:30:53.030000+00:00,Neutral,0.9988711476325989
1282113342082093061,25073877.0,realDonaldTrump,"Does anyone notice that the real Polls, as opposed to the Fake Suppression Polls also used in 2016, are starting to… https://t.co/FSrHHDhaOR",en,2020-07-12 00:43:35.923000+00:00,Neutral,0.9999912977218628
1281926278845812736,25073877.0,realDonaldTrump,Roger Stone was targeted by an illegal Witch Hunt tha never should have taken place. It is the other side that are… https://t.co/Z2l8gAwvN2,en,2020-07-11 12:20:16.572000+00:00,Neutral,0.9999487400054932
1281238370316890119,25073877.0,realDonaldTrump,"....for another President. This is about PROSECUTORIAL MISCONDUCT. We catch the other side SPYING on my campaign, t… https://t.co/8yB2UqMZzJ",en,2020-07-09 14:46:46.398000+00:00,Neutral,0.999935507774353
1281238369050210312,25073877.0,realDonaldTrump,"....Won all against the Federal Government and the Democrats send everything to politically corrupt New York, which… https://t.co/Sy7q7twCmX",en,2020-07-09 14:46:46.096000+00:00,Neutral,0.9998846054077148
1281238368374923264,25073877.0,realDonaldTrump,"....No Republican Senate Judiciary response, NO “JUSTICE”, NO FBI, NO NOTHING. Major horror show REPORTS on Comey &amp;… https://t.co/mxFHPnrveK",en,2020-07-09 14:46:45.935000+00:00,Neutral,0.9999744892120361
1281238367464808454,25073877.0,realDonaldTrump,"We have a totally corrupt previous Administration, including a President and Vice President who spied on my campaig… https://t.co/C9lYrsVg9o",en,2020-07-09 14:46:45.718000+00:00,Neutral,0.9999957084655762
1281192788588183558,25073877.0,realDonaldTrump,RT @DanScavino: https://t.co/keqO45IELs,und,2020-07-09 11:45:38.867000+00:00,Neutral,0.9991939663887024
